               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  24,            0.048702,            0.015693,                   0,                   0,                   0,                   0,                   0,                   0,            0.005882,                   0,            0.008482,            0.008482,            0.008482
                  25,            0.044756,            0.015482,                   0,                   0,                   0,                   0,                   0,                   0,            0.006326,                   0,            0.008416,            0.008416,            0.008416
                  26,            0.047688,            0.013591,                   0,                   0,                   0,                   0,                   0,                   0,           0.0049706,                   0,             0.00835,             0.00835,             0.00835
                  27,             0.04518,            0.014464,                   0,                   0,                   0,                   0,                   0,                   0,           0.0051084,                   0,            0.008284,            0.008284,            0.008284
                  28,            0.043186,            0.013792,                   0,                   0,                   0,                   0,                   0,                   0,           0.0053701,                   0,            0.008218,            0.008218,            0.008218
                  29,            0.044084,            0.013745,                   0,                   0,                   0,                   0,                   0,                   0,           0.0054207,                   0,            0.008152,            0.008152,            0.008152
                  30,             0.04492,            0.013469,                   0,                   0,                   0,                   0,                   0,                   0,           0.0056572,                   0,            0.008086,            0.008086,            0.008086
                  31,            0.039534,            0.010631,                   0,                   0,                   0,                   0,                   0,                   0,           0.0063739,                   0,             0.00802,             0.00802,             0.00802
                  32,            0.043882,            0.011927,                   0,                   0,                   0,                   0,                   0,                   0,           0.0054557,                   0,            0.007954,            0.007954,            0.007954
                  33,            0.043246,             0.01256,                   0,                   0,                   0,                   0,                   0,                   0,           0.0060375,                   0,            0.007888,            0.007888,            0.007888
                  34,              0.0354,            0.013244,                   0,                   0,                   0,                   0,                   0,                   0,           0.0072589,                   0,            0.007822,            0.007822,            0.007822
                  35,            0.041306,            0.010375,                   0,                   0,                   0,                   0,                   0,                   0,           0.0069208,                   0,            0.007756,            0.007756,            0.007756
                  36,            0.038747,            0.010066,                   0,                   0,                   0,                   0,                   0,                   0,            0.006825,                   0,             0.00769,             0.00769,             0.00769
                  37,            0.034957,            0.010827,                   0,                   0,                   0,                   0,                   0,                   0,           0.0074408,                   0,            0.007624,            0.007624,            0.007624
                  38,            0.038775,           0.0098746,                   0,                   0,                   0,                   0,                   0,                   0,           0.0063281,                   0,            0.007558,            0.007558,            0.007558
                  39,             0.03736,            0.011059,                   0,                   0,                   0,                   0,                   0,                   0,           0.0063431,                   0,            0.007492,            0.007492,            0.007492
                  40,            0.032633,             0.01006,                   0,                   0,                   0,                   0,                   0,                   0,           0.0067072,                   0,            0.007426,            0.007426,            0.007426
                  41,            0.036336,           0.0099556,                   0,                   0,                   0,                   0,                   0,                   0,            0.006583,                   0,             0.00736,             0.00736,             0.00736
                  42,            0.036578,            0.009275,                   0,                   0,                   0,                   0,                   0,                   0,           0.0061209,                   0,            0.007294,            0.007294,            0.007294
                  43,            0.030946,            0.008978,                   0,                   0,                   0,                   0,                   0,                   0,            0.005775,                   0,            0.007228,            0.007228,            0.007228
                  44,            0.034544,           0.0098905,                   0,                   0,                   0,                   0,                   0,                   0,           0.0059073,                   0,            0.007162,            0.007162,            0.007162
                  45,            0.034182,           0.0085526,                   0,                   0,                   0,                   0,                   0,                   0,           0.0058186,                   0,            0.007096,            0.007096,            0.007096
                  46,            0.030675,           0.0093996,                   0,                   0,                   0,                   0,                   0,                   0,            0.005584,                   0,             0.00703,             0.00703,             0.00703
                  47,             0.03145,           0.0084442,                   0,                   0,                   0,                   0,                   0,                   0,           0.0058918,                   0,            0.006964,            0.006964,            0.006964
                  48,            0.035475,           0.0088735,                   0,                   0,                   0,                   0,                   0,                   0,           0.0054348,                   0,            0.006898,            0.006898,            0.006898
                  49,            0.031199,           0.0089908,                   0,                   0,                   0,                   0,                   0,                   0,           0.0059085,                   0,            0.006832,            0.006832,            0.006832
                  50,            0.032283,           0.0090135,                   0,                   0,                   0,                   0,                   0,                   0,           0.0053654,                   0,            0.006766,            0.006766,            0.006766
                  51,            0.032873,           0.0081642,                   0,                   0,                   0,                   0,                   0,                   0,            0.005163,                   0,              0.0067,              0.0067,              0.0067
                  52,            0.026581,           0.0086246,                   0,                   0,                   0,                   0,                   0,                   0,           0.0057652,                   0,            0.006634,            0.006634,            0.006634
                  53,            0.030438,           0.0085979,                   0,                   0,                   0,                   0,                   0,                   0,           0.0060241,                   0,            0.006568,            0.006568,            0.006568
                  54,            0.032215,           0.0078874,                   0,                   0,                   0,                   0,                   0,                   0,            0.006254,                   0,            0.006502,            0.006502,            0.006502
                  55,            0.025313,           0.0086607,                   0,                   0,                   0,                   0,                   0,                   0,           0.0067508,                   0,            0.006436,            0.006436,            0.006436
                  56,            0.029882,            0.008316,                   0,                   0,                   0,                   0,                   0,                   0,           0.0067782,                   0,             0.00637,             0.00637,             0.00637
                  57,            0.030653,           0.0083898,                   0,                   0,                   0,                   0,                   0,                   0,           0.0068281,                   0,            0.006304,            0.006304,            0.006304
                  58,            0.029312,           0.0076238,                   0,                   0,                   0,                   0,                   0,                   0,           0.0060682,                   0,            0.006238,            0.006238,            0.006238
                  59,            0.032952,           0.0088071,                   0,                   0,                   0,                   0,                   0,                   0,           0.0049736,                   0,            0.006172,            0.006172,            0.006172
                  60,            0.027277,           0.0083621,                   0,                   0,                   0,                   0,                   0,                   0,           0.0050957,                   0,            0.006106,            0.006106,            0.006106
                  61,            0.025297,           0.0086521,                   0,                   0,                   0,                   0,                   0,                   0,           0.0051146,                   0,             0.00604,             0.00604,             0.00604
                  62,            0.027104,           0.0075928,                   0,                   0,                   0,                   0,                   0,                   0,           0.0051286,                   0,            0.005974,            0.005974,            0.005974
                  63,            0.029688,           0.0078814,                   0,                   0,                   0,                   0,                   0,                   0,           0.0050457,                   0,            0.005908,            0.005908,            0.005908
                  64,            0.023162,           0.0080226,                   0,                   0,                   0,                   0,                   0,                   0,           0.0053906,                   0,            0.005842,            0.005842,            0.005842
                  65,            0.026171,           0.0081342,                   0,                   0,                   0,                   0,                   0,                   0,           0.0055912,                   0,            0.005776,            0.005776,            0.005776
                  66,            0.026086,           0.0072876,                   0,                   0,                   0,                   0,                   0,                   0,           0.0055003,                   0,             0.00571,             0.00571,             0.00571
                  67,            0.024375,           0.0071232,                   0,                   0,                   0,                   0,                   0,                   0,           0.0059159,                   0,            0.005644,            0.005644,            0.005644
                  68,            0.028738,           0.0084325,                   0,                   0,                   0,                   0,                   0,                   0,           0.0056036,                   0,            0.005578,            0.005578,            0.005578
                  69,            0.026456,           0.0070241,                   0,                   0,                   0,                   0,                   0,                   0,           0.0055232,                   0,            0.005512,            0.005512,            0.005512
                  70,            0.025297,           0.0073292,                   0,                   0,                   0,                   0,                   0,                   0,           0.0055537,                   0,            0.005446,            0.005446,            0.005446
                  71,            0.025046,           0.0077589,                   0,                   0,                   0,                   0,                   0,                   0,           0.0057342,                   0,             0.00538,             0.00538,             0.00538
                  72,            0.025688,            0.007478,                   0,                   0,                   0,                   0,                   0,                   0,           0.0055923,                   0,            0.005314,            0.005314,            0.005314
                  73,            0.022606,           0.0075972,                   0,                   0,                   0,                   0,                   0,                   0,           0.0059683,                   0,            0.005248,            0.005248,            0.005248
                  74,            0.025915,           0.0076193,                   0,                   0,                   0,                   0,                   0,                   0,           0.0060267,                   0,            0.005182,            0.005182,            0.005182
                  75,            0.024631,           0.0065548,                   0,                   0,                   0,                   0,                   0,                   0,           0.0059252,                   0,            0.005116,            0.005116,            0.005116
                  76,            0.023998,           0.0082035,                   0,                   0,                   0,                   0,                   0,                   0,           0.0060854,                   0,             0.00505,             0.00505,             0.00505
                  77,            0.024687,           0.0073231,                   0,                   0,                   0,                   0,                   0,                   0,           0.0060625,                   0,            0.004984,            0.004984,            0.004984
                  78,             0.02503,           0.0084024,                   0,                   0,                   0,                   0,                   0,                   0,           0.0059791,                   0,            0.004918,            0.004918,            0.004918
                  79,            0.023376,           0.0068489,                   0,                   0,                   0,                   0,                   0,                   0,           0.0059533,                   0,            0.004852,            0.004852,            0.004852
                  80,            0.025297,           0.0067633,                   0,                   0,                   0,                   0,                   0,                   0,           0.0058379,                   0,            0.004786,            0.004786,            0.004786
                  81,            0.024599,           0.0055835,                   0,                   0,                   0,                   0,                   0,                   0,           0.0056291,                   0,             0.00472,             0.00472,             0.00472
                  82,            0.024216,           0.0072523,                   0,                   0,                   0,                   0,                   0,                   0,           0.0055451,                   0,            0.004654,            0.004654,            0.004654
                  83,            0.024513,           0.0072479,                   0,                   0,                   0,                   0,                   0,                   0,           0.0055819,                   0,            0.004588,            0.004588,            0.004588
                  84,            0.024215,           0.0078797,                   0,                   0,                   0,                   0,                   0,                   0,           0.0055437,                   0,            0.004522,            0.004522,            0.004522
                  85,            0.020725,            0.007072,                   0,                   0,                   0,                   0,                   0,                   0,           0.0055909,                   0,            0.004456,            0.004456,            0.004456
                  86,            0.024143,           0.0083001,                   0,                   0,                   0,                   0,                   0,                   0,           0.0056393,                   0,             0.00439,             0.00439,             0.00439
                  87,              0.0217,           0.0066927,                   0,                   0,                   0,                   0,                   0,                   0,           0.0056121,                   0,            0.004324,            0.004324,            0.004324
                  88,            0.019294,           0.0074968,                   0,                   0,                   0,                   0,                   0,                   0,           0.0057926,                   0,            0.004258,            0.004258,            0.004258
                  89,            0.019041,           0.0069233,                   0,                   0,                   0,                   0,                   0,                   0,           0.0060909,                   0,            0.004192,            0.004192,            0.004192
                  90,            0.021699,           0.0065008,                   0,                   0,                   0,                   0,                   0,                   0,             0.00597,                   0,            0.004126,            0.004126,            0.004126
                  91,            0.021619,           0.0064171,                   0,                   0,                   0,                   0,                   0,                   0,           0.0061831,                   0,             0.00406,             0.00406,             0.00406
                  92,            0.022636,           0.0066475,                   0,                   0,                   0,                   0,                   0,                   0,           0.0060022,                   0,            0.003994,            0.003994,            0.003994
                  93,            0.021853,           0.0060907,                   0,                   0,                   0,                   0,                   0,                   0,            0.005955,                   0,            0.003928,            0.003928,            0.003928
                  94,            0.020628,           0.0065369,                   0,                   0,                   0,                   0,                   0,                   0,           0.0060124,                   0,            0.003862,            0.003862,            0.003862
                  95,             0.02033,           0.0070971,                   0,                   0,                   0,                   0,                   0,                   0,           0.0060534,                   0,            0.003796,            0.003796,            0.003796
                  96,            0.020313,           0.0063904,                   0,                   0,                   0,                   0,                   0,                   0,           0.0060141,                   0,             0.00373,             0.00373,             0.00373
                  97,            0.019689,            0.007016,                   0,                   0,                   0,                   0,                   0,                   0,           0.0060642,                   0,            0.003664,            0.003664,            0.003664
                  98,            0.020498,           0.0063727,                   0,                   0,                   0,                   0,                   0,                   0,           0.0061657,                   0,            0.003598,            0.003598,            0.003598
                  99,            0.020955,           0.0069485,                   0,                   0,                   0,                   0,                   0,                   0,           0.0061626,                   0,            0.003532,            0.003532,            0.003532
                 100,            0.018825,           0.0074911,                   0,                   0,                   0,                   0,                   0,                   0,           0.0062463,                   0,            0.003466,            0.003466,            0.003466
                 101,            0.020931,            0.006503,                   0,                   0,                   0,                   0,                   0,                   0,           0.0063386,                   0,              0.0034,              0.0034,              0.0034
                 102,             0.02084,           0.0065152,                   0,                   0,                   0,                   0,                   0,                   0,           0.0062881,                   0,            0.003334,            0.003334,            0.003334
                 103,            0.019452,           0.0067035,                   0,                   0,                   0,                   0,                   0,                   0,           0.0063193,                   0,            0.003268,            0.003268,            0.003268
                 104,            0.019745,            0.006158,                   0,                   0,                   0,                   0,                   0,                   0,           0.0062823,                   0,            0.003202,            0.003202,            0.003202
                 105,            0.020176,           0.0066758,                   0,                   0,                   0,                   0,                   0,                   0,           0.0062864,                   0,            0.003136,            0.003136,            0.003136
                 106,            0.018709,           0.0068045,                   0,                   0,                   0,                   0,                   0,                   0,           0.0063763,                   0,             0.00307,             0.00307,             0.00307
                 107,            0.020639,           0.0058964,                   0,                   0,                   0,                   0,                   0,                   0,           0.0063348,                   0,            0.003004,            0.003004,            0.003004
                 108,            0.018869,           0.0058139,                   0,                   0,                   0,                   0,                   0,                   0,           0.0063303,                   0,            0.002938,            0.002938,            0.002938
                 109,            0.017998,           0.0064086,                   0,                   0,                   0,                   0,                   0,                   0,           0.0063806,                   0,            0.002872,            0.002872,            0.002872
                 110,            0.019697,           0.0069707,                   0,                   0,                   0,                   0,                   0,                   0,           0.0064814,                   0,            0.002806,            0.002806,            0.002806
                 111,              0.0186,           0.0065875,                   0,                   0,                   0,                   0,                   0,                   0,           0.0065465,                   0,             0.00274,             0.00274,             0.00274
                 112,            0.017184,           0.0058078,                   0,                   0,                   0,                   0,                   0,                   0,           0.0067258,                   0,            0.002674,            0.002674,            0.002674
                 113,            0.016964,           0.0061963,                   0,                   0,                   0,                   0,                   0,                   0,           0.0068035,                   0,            0.002608,            0.002608,            0.002608
                 114,            0.018417,           0.0066637,                   0,                   0,                   0,                   0,                   0,                   0,           0.0068059,                   0,            0.002542,            0.002542,            0.002542
                 115,             0.01752,           0.0058056,                   0,                   0,                   0,                   0,                   0,                   0,            0.006788,                   0,            0.002476,            0.002476,            0.002476
                 116,            0.018431,           0.0065456,                   0,                   0,                   0,                   0,                   0,                   0,           0.0066731,                   0,             0.00241,             0.00241,             0.00241
                 117,             0.01749,           0.0062556,                   0,                   0,                   0,                   0,                   0,                   0,           0.0066733,                   0,            0.002344,            0.002344,            0.002344
                 118,            0.018119,           0.0064416,                   0,                   0,                   0,                   0,                   0,                   0,           0.0066209,                   0,            0.002278,            0.002278,            0.002278
                 119,            0.017175,           0.0063195,                   0,                   0,                   0,                   0,                   0,                   0,           0.0065606,                   0,            0.002212,            0.002212,            0.002212
                 120,            0.015276,           0.0061667,                   0,                   0,                   0,                   0,                   0,                   0,           0.0066569,                   0,            0.002146,            0.002146,            0.002146
                 121,            0.016501,           0.0057529,                   0,                   0,                   0,                   0,                   0,                   0,           0.0068157,                   0,             0.00208,             0.00208,             0.00208
                 122,            0.016557,           0.0060883,                   0,                   0,                   0,                   0,                   0,                   0,           0.0069351,                   0,            0.002014,            0.002014,            0.002014
                 123,            0.016484,           0.0057658,                   0,                   0,                   0,                   0,                   0,                   0,           0.0069821,                   0,            0.001948,            0.001948,            0.001948
                 124,            0.017688,            0.005912,                   0,                   0,                   0,                   0,                   0,                   0,           0.0070081,                   0,            0.001882,            0.001882,            0.001882
                 125,            0.016191,           0.0061008,                   0,                   0,                   0,                   0,                   0,                   0,             0.00704,                   0,            0.001816,            0.001816,            0.001816
                 126,            0.015839,           0.0056515,                   0,                   0,                   0,                   0,                   0,                   0,           0.0070403,                   0,             0.00175,             0.00175,             0.00175
                 127,            0.016558,           0.0060037,                   0,                   0,                   0,                   0,                   0,                   0,           0.0071023,                   0,            0.001684,            0.001684,            0.001684
                 128,            0.015288,           0.0056366,                   0,                   0,                   0,                   0,                   0,                   0,            0.007179,                   0,            0.001618,            0.001618,            0.001618
                 129,            0.015768,           0.0059736,                   0,                   0,                   0,                   0,                   0,                   0,           0.0071929,                   0,            0.001552,            0.001552,            0.001552
                 130,            0.014836,           0.0055203,                   0,                   0,                   0,                   0,                   0,                   0,           0.0072446,                   0,            0.001486,            0.001486,            0.001486
                 131,            0.015153,           0.0056262,                   0,                   0,                   0,                   0,                   0,                   0,           0.0072403,                   0,             0.00142,             0.00142,             0.00142
                 132,            0.015023,           0.0059067,                   0,                   0,                   0,                   0,                   0,                   0,           0.0072773,                   0,            0.001354,            0.001354,            0.001354
                 133,             0.01536,           0.0055077,                   0,                   0,                   0,                   0,                   0,                   0,           0.0073102,                   0,            0.001288,            0.001288,            0.001288
                 134,            0.015088,           0.0058206,                   0,                   0,                   0,                   0,                   0,                   0,           0.0073009,                   0,            0.001222,            0.001222,            0.001222
                 135,            0.014554,           0.0060768,                   0,                   0,                   0,                   0,                   0,                   0,           0.0072985,                   0,            0.001156,            0.001156,            0.001156
                 136,            0.014593,           0.0057917,                   0,                   0,                   0,                   0,                   0,                   0,           0.0073094,                   0,             0.00109,             0.00109,             0.00109
                 137,            0.015501,           0.0065385,                   0,                   0,                   0,                   0,                   0,                   0,           0.0073369,                   0,            0.001024,            0.001024,            0.001024
                 138,            0.015281,           0.0054442,                   0,                   0,                   0,                   0,                   0,                   0,           0.0073719,                   0,            0.000958,            0.000958,            0.000958
                 139,            0.015566,           0.0059747,                   0,                   0,                   0,                   0,                   0,                   0,           0.0074062,                   0,            0.000892,            0.000892,            0.000892
                 140,            0.014623,           0.0048434,                   0,                   0,                   0,                   0,                   0,                   0,            0.007467,                   0,            0.000826,            0.000826,            0.000826
                 141,            0.015809,           0.0068344,                   0,                   0,                   0,                   0,                   0,                   0,            0.007478,                   0,             0.00076,             0.00076,             0.00076
                 142,            0.015589,           0.0054348,                   0,                   0,                   0,                   0,                   0,                   0,           0.0074856,                   0,            0.000694,            0.000694,            0.000694
                 143,            0.015051,           0.0062736,                   0,                   0,                   0,                   0,                   0,                   0,           0.0074925,                   0,            0.000628,            0.000628,            0.000628
                 144,            0.015248,           0.0052545,                   0,                   0,                   0,                   0,                   0,                   0,            0.007499,                   0,            0.000562,            0.000562,            0.000562
                 145,            0.014799,           0.0056646,                   0,                   0,                   0,                   0,                   0,                   0,           0.0074818,                   0,            0.000496,            0.000496,            0.000496
                 146,            0.015023,           0.0061135,                   0,                   0,                   0,                   0,                   0,                   0,           0.0074849,                   0,             0.00043,             0.00043,             0.00043
                 147,            0.014529,           0.0059554,                   0,                   0,                   0,                   0,                   0,                   0,           0.0074883,                   0,            0.000364,            0.000364,            0.000364
                 148,            0.015077,           0.0055875,                   0,                   0,                   0,                   0,                   0,                   0,           0.0074978,                   0,            0.000298,            0.000298,            0.000298
                 149,            0.015186,           0.0061366,                   0,                   0,                   0,                   0,                   0,                   0,           0.0075352,                   0,            0.000232,            0.000232,            0.000232
